City,State,Agency,tech_type,Vendor,date,year
Sausalito,CA,Sausalito Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Redondo Beach,CA,Redondo Beach Police Department,Automated License Plate Readers,Vigilant Solutions,3/22/2023,2023.0
Newport Beach,CA,Newport Beach Police Department,Automated License Plate Readers,Flock Safety,7/19/2024,2024.0
Seal Beach,CA,Seal Beach Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Tustin,CA,Tustin Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Fullerton,CA,Fullerton Police Department,Automated License Plate Readers,"Flock Safety, Motorola Solutions",7/15/1905,1905.0
Modesto,CA,Modesto Police Department,Automated License Plate Readers,,7/1/2016,2016.0
Claremont,CA,Claremont Police Department,Automated License Plate Readers,Motorola Solutions,2023,2023.0
Pomona,CA,Pomona Police Department,Automated License Plate Readers,Flock Safety,1/10/2024,2024.0
American Canyon,CA,American Canyon Police Department,Automated License Plate Readers,,,
San Diego,CA,San Diego Police Department,Automated License Plate Readers,Flock Safety,,
Grand Junction,CO,Grand Junction Police Department,Automated License Plate Readers,Vigilant Solutions,,
Orlando,FL,Orange County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Miami Beach,FL,Miami Beach Police Department,Automated License Plate Readers,Vigilant Solutions,,
Fort Lauderdale,FL,Fort Lauderdale Police Department,Automated License Plate Readers,Vigilant Solutions,,
Gainesville,FL,Gainesville Police Department,Automated License Plate Readers,Vigilant Solutions,,
Warner Robins,GA,Warner Robins Police Department,Automated License Plate Readers,"Vigilant Solutions, Flock Safety",08/17/2022,2022.0
Sparks,GA,Sparks Police Department,Automated License Plate Readers,Vigilant Solutions,,
Augusta,GA,Richmond County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Doraville,GA,Doraville Police Department,Automated License Plate Readers,Vigilant Solutions,,
Tybee Island,GA,Tybee Island Police Department,Automated License Plate Readers,Vigilant Solutions,,
Alma,GA,Alma Police Department,Automated License Plate Readers,Vigilant Solutions,,
Thomasville,GA,Thomasville Police Department,Automated License Plate Readers,Flock Safety,,
Marietta,GA,Marietta Police Department,Automated License Plate Readers,"Vigilant Solutions, Flock Safety",,
Byron,GA,Byron Police Department,Automated License Plate Readers,"Vigilant Solutions, Flock Safety",,
Cedartown,GA,Cedartown Police Department,Automated License Plate Readers,Vigilant Solutions,,
Blairsville,GA,Blairsville Police Department,Automated License Plate Readers,Flock Safety,,
Ludowici,GA,Long County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Loganville,GA,Loganville Police Department,Automated License Plate Readers,Vigilant Solutions,,
Ball Ground,GA,Ball Ground Police Department,Automated License Plate Readers,Vigilant Solutions,,
Cedar Rapids,IA,Cedar Rapids Police Department,Automated License Plate Readers,Vigilant Solutions,,
New Lenox,IL,New Lenox Police Department,Automated License Plate Readers,Vigilant Solutions,,
Elmhurst,IL,Elmhurst Police Department,Automated License Plate Readers,Vigilant Solutions,,
Lombard,IL,Lombard Police Department,Automated License Plate Readers,Vigilant Solutions,,
Burr Ridge,IL,Burr Ridge Police Department,Automated License Plate Readers,Vigilant Solutions,,
Indianapolis,IN,Indiana Intelligence Fusion Center,Automated License Plate Readers,Vigilant Solutions,,
Indianapolis,IN,Indianapolis Metropolitan Police Department,Automated License Plate Readers,Flock Safety,2/3/2023,2023.0
Grosse Ile,MI,Grosse Ile Police,Automated License Plate Readers,Vigilant Solutions,,
New Brighton,MN,New Brighton Department of Public Safety,Automated License Plate Readers,Vigilant Solutions,,
Mounds View,MN,Mounds View Police Department,Automated License Plate Readers,Vigilant Solutions,,
Webster Groves,MO,Webster Groves Police Department,Automated License Plate Readers,Flock Safety,5/1/2024,2024.0
Overland,MO,Overland Police Department,Automated License Plate Readers,Vigilant Solutions,,
Kirkwood,MO,Kirkwood Police Department,Automated License Plate Readers,Vigilant Solutions,,
Osage Beach,MO,Osage Beach Police Department,Automated License Plate Readers,Vigilant Solutions,,
Poplar Bluff,MO,Poplar Bluff Police Department,Automated License Plate Readers,Vigilant Solutions,,
Sparks,NV,Sparks Police Department,Automated License Plate Readers,Vigilant Solutions,,
Reno,NV,Reno Police Department,Automated License Plate Readers,Vigilant Solutions,,
New York City,NY,Metropolitan Transit Authority Police,Automated License Plate Readers,Vigilant Solutions,,
Kingston,NY,Ulster County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Salamanca,NY,Salamanca Police Department,Automated License Plate Readers,Vigilant Solutions,,
Buffalo,NY,Buffalo Police Department,Automated License Plate Readers,Vigilant Solutions,11/19/2020,2020.0
Beachwood,OH,Beachwood Police Department,Automated License Plate Readers,Vigilant Solutions,,
Salem,OR,Salem Police Department,Automated License Plate Readers,Vigilant Solutions,,
Allen,TX,Allen Police Department,Automated License Plate Readers,Vigilant Solutions,2/12/2020,2020.0
Port Arthur,TX,Port Arthur Police Department,Automated License Plate Readers,Vigilant Solutions,,
Missouri City,TX,Missouri City Police Department,Automated License Plate Readers,Vigilant Solutions,,
Deer Park,TX,Deer Park Police Department,Automated License Plate Readers,Vigilant Solutions,,
Pearland,TX,Pearland Police Department,Automated License Plate Readers,Vigilant Solutions,,
Woodway,TX,Woodway Police Department,Automated License Plate Readers,Vigilant Solutions,,
Wenatchee,WA,Wenatchee Police Department,Automated License Plate Readers,Vigilant Solutions,,
Buena Park,CA,Buena Park Police Department,Automated License Plate Readers,Flock Safety,,
Santa Ana,CA,Orange County Sheriff's Office,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Laguna Beach,CA,Laguna Beach Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Brentwood,CA,Brentwood Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Coppell,TX,Coppell Police Department,Automated License Plate Readers,Vigilant Solutions,,
Galt,CA,Galt Police Department,Automated License Plate Readers,Flock Safety,,
Indianapolis,IN,Indiana State Police,Automated License Plate Readers,Vigilant Solutions,,
Lodi,CA,Lodi Police Department,Automated License Plate Readers,Flock Safety,,
Folsom,CA,Folsom Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
San Diego,CA,San Diego County Sheriff's Department,Automated License Plate Readers,,4/18/2024,2024.0
Clackamas,OR,Clackamas County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Simi Valley,CA,Simi Valley Police Department,Automated License Plate Readers,Flock Safety,,
Pasadena,CA,Pasadena Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Garden Grove,CA,Garden Grove Police Department,Automated License Plate Readers,"Flock Safety, Motorola Solutions",7/15/1905,1905.0
Griffith,IN,Griffith Police Department,Automated License Plate Readers,Vigilant Solutions,,
Cypress,CA,Cypress Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
College Station,TX,College Station Police Department,Automated License Plate Readers,Vigilant Solutions,,
College Park,GA,College Park Police Department,Automated License Plate Readers,Vigilant Solutions,,
Springfield,MO,Springfield Police Department,Automated License Plate Readers,Flock Safety,8/29/2023,2023.0
La Habra,CA,La Habra Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Gurnee,IL,Gurnee Police Department,Automated License Plate Readers,Flock Safety,,
Lake Mills,WI,Lake Mills Police Department,Automated License Plate Readers,Vigilant Solutions,,
Hemet,CA,Hemet Police Department,Automated License Plate Readers,Flock Safety,,
Raleigh,NC,Raleigh Police Department,Automated License Plate Readers,Flock Safety,,
Norwich,NY,Chenango County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Natick,MA,Natick Police Department,Automated License Plate Readers,Vigilant Solutions,,
Monroe,CT,Monroe Police Department,Automated License Plate Readers,Vigilant Solutions,,
Tracy,CA,Tracy Police Department,Automated License Plate Readers,Flock Safety,,
Hudson,WI,Croix County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Hermosa Beach,CA,Hermosa Beach Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Beverly Hills,CA,Beverly Hills Police Department,Automated License Plate Readers,,8/12/2024,2024.0
San Bernardino,CA,San Bernardino County Sheriff's Department,Automated License Plate Readers,Motorola Solutions,07/15/1905,1905.0
Dublin,OH,Dublin Police Department,Automated License Plate Readers,Flock Safety,,
Martinez,CA,Contra Costa County Sheriff's Office,Automated License Plate Readers,Flock Safety,,
Bakersfield,CA,Bakersfield Police Department,Automated License Plate Readers,Flock Safety,12/9/2023,2023.0
St. Charles,MO,St. Charles Police Department,Automated License Plate Readers,Vigilant Solutions,,
Fullerton,CA,California State University Fullerton Police Department,Automated License Plate Readers,,11/12/2021,2021.0
Irvine,CA,Irvine Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Denton,TX,Denton Police Department,Automated License Plate Readers,Vigilant Solutions,,
Palm Springs,CA,Palm Springs Police Department,Automated License Plate Readers,Flock Safety,,
Orange,CA,Orange Police Department,Automated License Plate Readers,Flock Safety,3/29/2024,2024.0
Lewisville,TX,Lewisville Police Department,Automated License Plate Readers,Flock Safety,09/12/2020,2020.0
Lauderhill,FL,Lauderhill Police Department,Automated License Plate Readers,Vigilant Solutions,,
St. Paul,MN,Ramsey County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Kansas City,MO,Kansas City Police Department,Automated License Plate Readers,Vigilant Solutions,,
Loves Park,IL,Loves Park Police Department,Automated License Plate Readers,Vigilant Solutions,,
Gainesville,FL,Alachua County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Martinez,CA,Martinez Police Department,Automated License Plate Readers,,9/6/2017,2017.0
Gardena,CA,Gardena Police Department,Automated License Plate Readers,,9/22/2020,2020.0
San Francisco,CA,Northern California Regional Intelligence Center,Automated License Plate Readers,,4/29/2024,2024.0
Alamo Heights,TX,Alamo Heights Police Department,Automated License Plate Readers,Vigilant Solutions,,
Redlands,CA,Redlands Police Department,Automated License Plate Readers,"Flock Safety, Motorola Solutions",7/15/1905,1905.0
Elkton,MD,Cecil County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Round Rock,TX,Round Rock Police Department,Automated License Plate Readers,Flock Safety,,
La Palma,CA,La Palma Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Auburn,CA,Auburn Police Department,Automated License Plate Readers,Flock Safety,8/16/2017,2017.0
La Verne,CA,La Verne Police Department,Automated License Plate Readers,Vigilant Solutions,11/7/2016,2016.0
Killeen,TX,Killeen Police Department,Automated License Plate Readers,Vigilant Solutions,,
Homer,GA,Banks County Sheriff's Office,Automated License Plate Readers,Vigilant Solutions,,
Naperville,IL,Naperville Police Department,Automated License Plate Readers,Vigilant Solutions,,
Midland,TX,Midland Police Department,Automated License Plate Readers,Vigilant Solutions,,
Dillard,GA,Dillard Police Department,Automated License Plate Readers,Vigilant Solutions,,
Bell Gardens,CA,Bell Gardens Police Department,Automated License Plate Readers,,3/24/2016,2016.0
Sacramento,CA,Sacramento Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Carlsbad,CA,Carlsbad Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Miami,FL,Miami Police Department,Automated License Plate Readers,Vigilant Solutions,,
Stockton,CA,Stockton Police Department,Automated License Plate Readers,Motorola Solutions,07/15/1905,1905.0
San Mateo,CA,San Mateo Vehicle Theft Task Force,Automated License Plate Readers,Flock Safety,9/13/2018,2018.0
Kings Point,NY,Kings Point Police Department,Automated License Plate Readers,Vigilant Solutions,,
Torrance,CA,Torrance Police Department,Automated License Plate Readers,Motorola Solutions,7/15/1905,1905.0
Downers Grove,IL,Downers Grove Police Department,Automated License Plate Readers,Vigilant Solutions,,
Citrus Heights,CA,Citrus Heights Police Department,Automated License Plate Readers,,7/28/2017,2017.0
Honolulu,HI,Honolulu Police Department,Face Recognition,Idemia,01/28/2015,2015.0
Hilo,HI,Hawaii County Police Department,Face Recognition,Idemia,01/29/2015,2015.0
Līhu‘e,HI,Kauai County Police Department,Face Recognition,Idemia,01/30/2015,2015.0
Wailuku,HI,Maui Police Department,Face Recognition,Idemia,01/31/2015,2015.0
Honolulu,HI,Hawaii Criminal Justice Data Center,Face Recognition,Idemia,02/01/2015,2015.0
Albuquerque,NM,Albuquerque Police Department,Face Recognition,Idemia,10/19/2015,2015.0
Harrisburg,PA,Pennsylvania Justice Network,Face Recognition,Idemia,10/18/2016,2016.0
Tacoma,WA,Pierce County Police Department,Face Recognition,Idemia,10/22/2008,2008.0
London,OH,Ohio Bureau of Criminal Investigation,Face Recognition,NEC,08/14/2019,2019.0
Lakewood,CO,Colorado Bureau of Investigation,Face Recognition,Idemia,05/14/2019,2019.0
Dover,DE,Delaware State Police,Face Recognition,Idemia,2018,2018.0
Lockport,NY,Lockport City School District,Face Recognition,Aegis,02/06/2020,2020.0
Coral Springs,FL,Coral Springs Police Department,Face Recognition,Clearview AI,,
Fort Lauderdale,FL,Broward County Sheriff's Office,Face Recognition,Clearview AI,02/11/2020,2020.0
Irving,TX,Irving Police Department,Face Recognition,Clearview AI,10/2020,2020.0
DeSoto,TX,DeSoto Police Department,Face Recognition,NEC,02/18/2020,2020.0
Grand Prairie,TX,Grand Prairie Police Department,Face Recognition,NEC,02/05/2018,2018.0
San Antonio,TX,Bexar County Sheriff's Office,Face Recognition,NEC,10/30/2014,2014.0
North Charleston,SC,Charleston County Sheriff's Office,Face Recognition,DataWorks Plus,,
Montgomery,AL,Alabama Fusion Center,Fusion Center,,,
Anchorage,AK,Alaska Information and Analysis Center,Fusion Center,,,
Phoenix,AZ,Arizona Counter Terrorism Information Center,Fusion Center,,,
Little Rock,AR,Arkansas State Fusion Center,Fusion Center,,,
Austin,TX,Austin Regional Intelligence Center,Fusion Center,,,
Boston,MA,Boston Regional Intelligence Center,Fusion Center,,,
Mather,CA,California State Threat Assessment Center,Fusion Center,,,
Sacramento,CA,Central California Intelligence Center,Fusion Center,,,
Orlando,FL,Central Florida Intelligence Exchange (CFIX),Fusion Center,,,
Chicago,IL,Chicago Crime Prevention and Information Center,Fusion Center,,,
Lakewood,CO,Colorado Information Analysis Center,Fusion Center,,,
Hartford,CT,Connecticut Intelligence Center,Fusion Center,,,
Dallas,TX,Dallas Fusion Center,Fusion Center,,,
Dover,DE,Delaware Information and Analysis Center,Fusion Center,,,
Philadelphia,PA,Delaware Valley Intelligence Center,Fusion Center,,,
Detroit,MI,Detroit and Southeast Michigan Information and Intelligence Center,Fusion Center,,,
El Paso,TX,El Paso Multi-Agency Tactical Response Information eXchange (MATRIX),Fusion Center,,,
Tallahassee,FL,Florida Fusion Center,Fusion Center,,,
Atlanta,GA,Georgia Information Sharing and Analysis Center,Fusion Center,,,
Cincinnati,OH,Greater Cincinnati Fusion Center,Fusion Center,,,
Honolulu,HI,Hawaii Fusion Center,Fusion Center,,,
Houston,TX,Houston Regional Intelligence Service Center,Fusion Center,,,
Meridian,ID,Idaho Criminal Intelligence Center,Fusion Center,,,
Springfield,IL,Illinois Statewide Terrorism and Intelligence Center,Fusion Center,,,
Indianapolis,IN,Indiana Intelligence Fusion Center,Fusion Center,,,
Des Moines,IA,Iowa Intelligence Fusion Center,Fusion Center,,,
Kansas City,MO,Kansas City Terrorism Early Warning Fusion Center,Fusion Center,,,
Topeka,KS,Kansas Intelligence Fusion Center,Fusion Center,,,
Frankfort,KY,Kentucky Intelligence Fusion Center,Fusion Center,,,
Norwalk,CA,Los Angeles Joint Regional Intelligence Center,Fusion Center,,,
Baton Rouge,LA,Louisiana State Analytical & Fusion Exchange,Fusion Center,,,
Augusta,ME,Maine Information and Analysis Center,Fusion Center,,,
Agana Heights,GU,Mariana Regional Fusion Center,Fusion Center,,,
Woodlawn,MD,Maryland Coordination and Analysis Center,Fusion Center,,,
Maynard,MA,Massachusetts Commonwealth Fusion Center,Fusion Center,,,
Lansing,MI,Michigan Intelligence Operations Center,Fusion Center,,,
St. Paul,MN,Minnesota Fusion Center,Fusion Center,,,
Pearl,MS,Mississippi Analysis and Information Center,Fusion Center,,,
Jefferson City,MO,Missouri Information Analysis Center,Fusion Center,,,
Helena,MT,Montana Analysis & Technical Information Center,Fusion Center,,,
Washington,DC,National Capital Region Threat Intelligence Consortium (NTIC),Fusion Center,,,
Lincoln,NE,Nebraska Information Analysis Center,Fusion Center,,,
Carson City,NV,Nevada Threat Analysis Center,Fusion Center,,,
Concord,NH,New Hampshire Information and Analysis Center,Fusion Center,,,
West Trenton,NJ,New Jersey Regional Operations Intelligence Center,Fusion Center,,,
Santa Fe,NM,New Mexico All Source Intelligence Center,Fusion Center,,,
East Greenbush,NY,New York State Intelligence Center,Fusion Center,,,
Raleigh,NC,North Carolina Information Sharing and Analysis Center,Fusion Center,,,
McKinney,TX,North Central Texas Fusion Center,Fusion Center,,,
Bismarck,ND,North Dakota State and Local Information Center,Fusion Center,,,
Cleveland,OH,Northeast Ohio Regional Fusion Center,Fusion Center,,,
San Francisco,CA,Northern California Regional Intelligence Center,Fusion Center,,,
Fairfax,VA,Northern Virginia Regional Intelligence Center,Fusion Center,,,
Oklahoma City,OK,Oklahoma Information Fusion Center,Fusion Center,,,
Santa Ana,CA,Orange County Intelligence Assessment Center,Fusion Center,,,
Salem,OR,Oregon Terrorism Information Threat Assessment Network,Fusion Center,,,
Harrisburg,PA,Pennsylvania Criminal Intelligence Center,Fusion Center,,,
Hato Rey,PR,Puerto Rico National Security State Information Center,Fusion Center,,,
Providence,RI,Rhode Island State Fusion Center,Fusion Center,,,
San Diego,CA,San Diego Law Enforcement Coordination Center,Fusion Center,,,
Columbia,SC,South Carolina Information and Intelligence Center,Fusion Center,,,
Sioux Falls,SD,South Dakota Fusion Center,Fusion Center,,,
Miami,FL,Southeast Florida Fusion Center,Fusion Center,,,
Milwaukee,WI,Southeastern Wisconsin Threat Analysis Center,Fusion Center,,,
Las Vegas,NV,Southern Nevada Counter-Terrorism Center,Fusion Center,,,
San Antonio,TX,Southwest Texas Fusion Center,Fusion Center,,,
